Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
M774687,8,otc alterations permit,04/05/2017,1045,012,234,,Euclid,Av,,,"per pa #201512114877, add address for new unit at block 1045, lot 012 as; 234 euclid ave.",issued,04/05/2017,04/05/2017,04/05/2017,,04/05/2017,,,,,,,,243.66,,,,,,,,,,,,2.0,Presidio Heights,94118.0,"(37.78473044697211, -122.44987693299353)",1458525508641
201405307135,8,otc alterations permit,05/30/2014,3652,013,3854,,24th,St,,,"g/f kitchen area - replace the floor with the eco grip safefty anti-fatigue flooring, wall with the stainless steel cover from floor",filed,05/30/2014,05/30/2014,,,,,,,,,,5000.0,5000.0,,,,,0.0,,,,,,,8.0,Noe Valley,94114.0,"(37.751818003752106, -122.42879463305042)",1343685249029
201401035494,8,otc alterations permit,01/03/2014,3589,114,150,,Lexington,St,3.0,,"work in unit #3: revision to pa# 201311141893- add one window in den, change one window in den, change one window in bedroom #1, specify fire rating at entry door, change studs at kitchen wall & add straps as needed.",complete,03/20/2015,01/03/2014,02/25/2014,03/20/2015,02/25/2014,,3.0,3.0,,,02/20/2015,5000.0,5000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.760900369020355, -122.42094104458342)",1328757453312
201703292661,8,otc alterations permit,03/29/2017,2847,040,811,,Burnett,Av,,,retrofit gr fl lower garage lavel and subbasement level for wood frame seismic retrofit program per 2012 int existing bldg code iebc appendix a4,issued,06/21/2017,03/29/2017,06/21/2017,,06/21/2017,,3.0,3.0,,,06/16/2018,70000.0,100000.0,apartments,5.0,apartments,5.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Twin Peaks,94131.0,"(37.74947350082209, -122.4445031148675)",1457766145780
201506260034,8,otc alterations permit,06/26/2015,1025,024,1922,,Broderick,St,,,grout permit,issued,06/26/2015,06/26/2015,06/26/2015,,06/26/2015,,3.0,3.0,,,06/20/2016,5000.0,9000.0,apartments,4.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78861307938769, -122.44199645760281)",138651187470
201407312612,8,otc alterations permit,07/31/2014,1924,127,1660,,20th,Av,,,"axis will inspect and replace deck waterproof as needed inspect and replace windows flashing as needed, misc stucco work as needed, at roof area minor repair tune up as needed - not visible to street, repair in kind",cancelled,04/29/2015,07/31/2014,07/31/2014,,07/31/2014,,2.0,2.0,,,07/26/2015,5430.0,5430.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.7566606037073, -122.4774188106548)",1350688491876
201708175092,8,otc alterations permit,08/17/2017,3582,055,4078,,18th,St,,,"to obtain a final inspection for work already approved under pa# 201302079740, 201302250901 & 201302250901, all work is complete",complete,10/17/2017,08/17/2017,08/17/2017,10/17/2017,08/17/2017,,3.0,3.0,,,12/17/2017,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76115088049982, -122.43440303291126)",1474936159971
M825648,8,otc alterations permit,08/30/2017,3727,049,630,,Natoma,St,,,streetspace,issued,08/30/2017,08/30/2017,08/30/2017,,08/30/2017,,,,,,,,0.0,,,,,,,,,,,,6.0,South of Market,94103.0,"(37.777936228800215, -122.41081605143579)",1476836165013
201509308427,8,otc alterations permit,09/30/2015,6578,047,226,,27th,St,0.0,,"replace (10) casement windows, u factor not more than 0.32, open to (e) exterior exit balcony to sliding window in same openings. to eliminating the encrochment into the required width of exit access path.  note: windows not visible from public way.",complete,11/19/2015,09/30/2015,11/09/2015,11/19/2015,11/09/2015,,3.0,3.0,,,11/03/2016,11000.0,11000.0,apartments,10.0,apartments,10.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94131.0,"(37.74721128743841, -122.4258273002273)",1397607419354
201611303779,8,otc alterations permit,11/30/2016,5838,002,206,,Justin,Dr,,,reroofing,complete,12/07/2016,11/30/2016,11/30/2016,12/07/2016,11/30/2016,,2.0,2.0,,,11/25/2017,7400.0,7400.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94112.0,"(37.73288435939913, -122.42204901682791)",1445820189164
201609137557,8,otc alterations permit,09/13/2016,0744,020,885,,Franklin,St,0.0,,mandatory soft story seismic retrofit per sfbc 2013 ord 66-13. 2012 iebc appendix a-4,complete,05/18/2017,09/13/2016,09/16/2016,05/18/2017,09/16/2016,,4.0,4.0,,,09/01/2019,168000.0,216000.0,apartments,21.0,apartments,21.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94102.0,"(37.78240083268063, -122.42263619960343)",1437187399757
201402208971,8,otc alterations permit,02/20/2014,2619,002,1,,Douglass,St,,,"install furnace, ductwork, new electrical @ garage",complete,03/19/2014,02/20/2014,02/20/2014,03/19/2014,02/20/2014,,3.0,3.0,,,02/15/2015,6500.0,6500.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76355388271053, -122.43960226348048)",1333222139661
201311131795,8,otc alterations permit,11/13/2013,2168,027,2090,,Great,Hy,106.0,,#106- remove existing steel fire escape & replace existing sliding glass door with window.,filed,11/13/2013,11/13/2013,,,,,4.0,4.0,,,,3500.0,0.0,apartments,18.0,apartments,18.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94116.0,"(37.74749120847479, -122.50746033301732)",1324052479937
201510220573,8,otc alterations permit,10/22/2015,7552,020,174,,Arbor,St,,,"construct 6' x 25' conc retaining wall at rear yard, new concrete slab @ rear & garage, install drainage behind wall; sump box, ejector pump to street sewer",complete,03/15/2016,10/22/2015,10/29/2015,03/15/2016,10/29/2015,,2.0,2.0,,,10/23/2016,30000.0,30000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Glen Park,94131.0,"(37.73734279157382, -122.43739276092444)",1400469228484
201510190092,8,otc alterations permit,10/19/2015,0619,012,1868,,Van Ness,Av,,,"install new fire alarm system with ifp 100 control unit in telecom ,smoke above and pull station near panel. notification appliances installed thru-out. install modules to tie in waterflow. tamper switches. relay modules for ele recall",complete,10/10/2017,10/19/2015,10/19/2015,10/10/2017,10/19/2015,,8.0,8.0,,Y,10/13/2016,38000.0,38000.0,apartments,35.0,apartments,35.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Russian Hill,94109.0,"(37.79291125652045, -122.42241383338484)",139983276456
201608023923,8,otc alterations permit,08/02/2016,0027,001D,2659,,Leavenworth,St,,,replace four front wood clad windows in kind,complete,11/03/2016,08/02/2016,08/02/2016,11/03/2016,08/02/2016,,3.0,3.0,,,07/28/2017,1200.0,1200.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Russian Hill,94109.0,"(37.80568233323272, -122.41894326872938)",1432151382876
201411030587,8,otc alterations permit,11/03/2014,0817,023,344,,Linden,St,,,exploratory demolition of existing finishes & removal of non-structural interior partitions per ab-017. no structural work.,withdrawn,08/11/2017,11/03/2014,,,,,2.0,2.0,,,,500.0,500.0,laundry/laundromat,1.0,laundry/laundromat,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Hayes Valley,94102.0,"(37.77652988318885, -122.42368575776787)",1361186499099
201406259432,8,otc alterations permit,06/25/2014,0153,016A,1340,,Broadway,,,,reroofing,complete,07/28/2014,06/25/2014,06/25/2014,07/28/2014,06/25/2014,,3.0,3.0,,,06/20/2015,11960.0,11960.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Russian Hill,94109.0,"(37.796590158059935, -122.41924677224861)",134660560846
201408153912,8,otc alterations permit,08/15/2014,0604,014,2340,,Washington,St,,,"remodel closet, bar & entry, move lighting as needed.  interior alteration work only under this permit. no structural work.  led w/dimmer at entry, dining closet.",complete,04/14/2015,08/15/2014,08/15/2014,04/14/2015,08/15/2014,,4.0,4.0,,,08/10/2015,10000.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.792187066294495, -122.4318424044011)",135238176193
M682891,8,otc alterations permit,04/21/2016,0501,038,1380,,Greenwich,St,,HOA,street space,issued,04/21/2016,04/21/2016,04/21/2016,,04/21/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Russian Hill,94109.0,"(37.80096006699285, -122.42244736279625)",1420502470453
201604064077,8,otc alterations permit,04/06/2016,1571,005L,2742,,Balboa,St,,,repair dryrot sheeting behind stucco as needed and repair stucco. from ground up approximately 300 sq feet. at corner of building. visible to the street. comply with complaint #201610191.,expired,08/30/2017,04/06/2016,04/06/2016,,04/06/2016,,3.0,3.0,,,04/01/2017,12000.0,12000.0,apartments,7.0,apartments,7.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77626134787953, -122.48848671087507)",1418676380870
201707121674,8,otc alterations permit,07/12/2017,0257,012,600,,Stockton,St,,,to obtain pa #201302069598.  all work is complete.  n/a maher,issued,07/12/2017,07/12/2017,07/12/2017,,07/12/2017,,7.0,7.0,,,07/07/2018,1.0,1.0,tourist hotel/motel,350.0,tourist hotel/motel,350.0,0.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94108.0,"(37.79184140699885, -122.40684008599855)",1470220233363
201402188744,8,otc alterations permit,02/18/2014,1530,001,5011,,Geary,Bl,,,#a. install handrails @ stair instead of automatic door @ restroom as part of 20% rule. revision to approved plans of 2013.12.12.4016.,issued,02/28/2014,02/18/2014,02/28/2014,,02/28/2014,,2.0,2.0,,,02/23/2015,1.0,1.0,clinics-medic/dental,0.0,clinics-medic/dental,0.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94118.0,"(37.78040616127891, -122.47313457143483)",1332925491788
201301047300,8,otc alterations permit,01/04/2013,0775,014,1376,,Mcallister,St,,,unit #5:revision to app#201211305253 provide drawings per inspecter. moving kitchen from back room to front room.,complete,03/28/2013,01/04/2013,01/07/2013,03/28/2013,01/07/2013,,3.0,3.0,,,01/02/2014,1.0,1.0,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.77849692688206, -122.43466438723756)",1292453236962
201802151448,8,otc alterations permit,02/15/2018,0219,021A,1433,,Clay,St,,,"renovation of unit 6 on level 2, new kitchen cabinets, new plumbing fixtures, new washer-dryer, new lighting at (e) j-box locations, no change to mechanical, no exterior work, no fire alarm or sprinkler work, no structural work, new bedroom.",filed,02/15/2018,02/15/2018,,,,,4.0,4.0,,,,55000.0,75000.0,apartments,16.0,apartments,16.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Nob Hill,94109.0,"(37.79268049991436, -122.41668209958004)",1497387232966
201312053423,8,otc alterations permit,12/05/2013,1376,040,126,,17th,Av,,,"replace 3 windows & 1 door, size for size, not visible from street. u valve is 0.30",complete,05/07/2014,12/05/2013,12/05/2013,05/07/2014,12/05/2013,,2.0,2.0,,,11/30/2014,9200.0,9200.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94118.0,"(37.78559485788886, -122.47620609264946)",132613697442
201703151483,8,otc alterations permit,03/15/2017,0263,011,101,,California,St,,,3 evacuation signs.  n/a maher,issued,03/15/2017,03/15/2017,03/15/2017,,03/15/2017,,48.0,48.0,,Y,03/10/2018,1050.0,1050.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79294896659241, -122.39809861435491)",145618066081
201612165140,8,otc alterations permit,12/16/2016,0944,030,2582,,Filbert,St,0.0,,revision to pa 2014-0414-3170,issued,02/24/2017,12/16/2016,02/24/2017,,02/24/2017,,,3.0,,,02/19/2018,60000.0,60000.0,vacant lot,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),,2.0,Marina,94123.0,"(37.797529555878214, -122.44186361663523)",1447646413320
201405165946,8,otc alterations permit,05/16/2014,0328,001,760,,Market,St,,,"partial tenant improvement on 10/f to demo and construct non-rated partitions, doors, millwork & finishes. mep, fire alarm & sprinklers on seperate permit. n/a ordinance #155-13",complete,09/02/2014,05/16/2014,05/16/2014,09/02/2014,05/16/2014,,11.0,11.0,,,05/11/2015,80000.0,80000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94108.0,"(37.786382767276045, -122.40546332975441)",134213269778
201407282326,8,otc alterations permit,07/28/2014,0289,005,100,,Montgomery,St,,,"suite #650: add and relocate fire sprinklers per t.i.  improvements. 3 added, 26 relocated at 6th floor: n/a for the maher ordinance #155-13",issued,07/28/2014,07/28/2014,07/28/2014,,07/28/2014,,25.0,25.0,,Y,07/23/2015,14906.0,14906.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.79034626076986, -122.40185018977482)",1350295372147
201704053211,8,otc alterations permit,04/05/2017,4734,002,1013,,Oakdale,Av,,,"bldg. 18- revision to pa#201606270947, gsm enclosure added for relocation of fire alarm control unit and associated equipment at building #18",complete,12/20/2017,04/05/2017,04/05/2017,12/20/2017,04/05/2017,,2.0,2.0,,Y,03/31/2018,1.0,1.0,apartments,14.0,apartments,14.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.728873955471535, -122.38106370299171)",1458518174583
201703292668,8,otc alterations permit,03/29/2017,2708,015,115,,Mountain Spring,Av,,,this  is a revision to app#201607192752. work includes a new cantilovered deck at the 2nd floor front facade and associated access door and structural info.,filed,03/29/2017,03/29/2017,,,,Y,2.0,2.0,,,,25000.0,25000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Twin Peaks,94114.0,"(37.75787315730551, -122.45140884172663)",1457774245926
201611021794,8,otc alterations permit,11/02/2016,2835,022,129,,Dellbrook,Av,,,replacing 6 windows and entry door all windows are retrofit tow front windows two back windows two side windows and entry front door. replace in-kind to wood casement windows.,complete,03/03/2017,11/02/2016,11/04/2016,03/03/2017,11/04/2016,,2.0,2.0,,,10/30/2017,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Twin Peaks,94131.0,"(37.74917738569799, -122.45356039687688)",1443076145552
201605107042,8,otc alterations permit,05/10/2016,1235,019A,1295,,Page,St,,,to comply with physical inspection report #cc - 8084,complete,08/22/2016,05/10/2016,05/10/2016,08/22/2016,05/10/2016,,3.0,3.0,,,05/05/2017,20000.0,20000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.77140027095517, -122.44197114779809)",1422686476706
201502259267,8,otc alterations permit,02/25/2015,0208,012,716,,Kearny,St,,,"revision appl. #2014.0814.3853 consisting of remove outside awning, enlarge front entery door per plan. maher n/a.",complete,04/18/2016,02/25/2015,03/04/2015,04/18/2016,03/04/2015,,3.0,3.0,,,02/27/2016,20000.0,20000.0,food/beverage hndlng,18.0,food/beverage hndlng,18.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Chinatown,94111.0,"(37.79479149593588, -122.4046126264953)",1372291296317
M579867,8,otc alterations permit,04/22/2015,0033,003,165,,North Point,St,,,street space,issued,04/22/2015,04/22/2015,04/22/2015,,04/22/2015,,,,,,,,0.0,,,,,,,,,,,,3.0,North Beach,94133.0,"(37.80655414175002, -122.40993708658227)",1378898347252
201712045393,8,otc alterations permit,12/04/2017,0967,010,3880,,Jackson,St,,,install fire sprinkler flow monitor system ref pa 2016-0616-0077,issued,02/12/2018,12/04/2017,02/12/2018,,02/12/2018,,3.0,3.0,,Y,06/12/2018,1000.0,1000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.78954220113542, -122.45900995058298)",148917785530
201801178855,8,otc alterations permit,01/17/2018,5520,031,24,,Montezuma,St,,,"bathroom remodel in-kind, new vanity, tub, tiles, drywall",issued,01/17/2018,01/17/2018,01/17/2018,,01/17/2018,,2.0,2.0,,,05/17/2018,2000.0,12000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.745809668593104, -122.41626275864496)",1493881183349
M690187,8,otc alterations permit,05/12/2016,3730,130,1,,Rausch,St,0.0,B,street space,issued,05/12/2016,05/12/2016,05/12/2016,,05/12/2016,,,,,,,,1.0,,,,,,,,,,,,6.0,South of Market,94103.0,"(37.777019448073844, -122.4101488268322)",1422938289085
M460427,8,otc alterations permit,01/29/2014,3966,001,2525,,16th,St,,,street space,issued,01/29/2014,01/29/2014,01/29/2014,,01/29/2014,,,,,,,,1.0,,,,,,,,,,,,9.0,Mission,94110.0,"(37.76512150090468, -122.41189725338496)",1331156352608
M731727,8,otc alterations permit,10/19/2016,0116,016,538,,Green,St,,,street space permit,issued,10/19/2016,10/19/2016,10/19/2016,,10/19/2016,,,,,,,,1.0,,,,,,,,,,,,3.0,North Beach,94133.0,"(37.79984337154383, -122.40807799401367)",1441544231628
201706068601,8,otc alterations permit,06/06/2017,1199,039,445,,Baker,St,0.0,,"install hard board siding at rear of building only, approx. 750 sf.",complete,06/15/2017,06/06/2017,06/06/2017,06/15/2017,06/06/2017,,2.0,2.0,,,06/01/2018,3500.0,3500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Lone Mountain/USF,94117.0,"(37.77516468131031, -122.44158169266046)",1465902468276
201605096861,8,otc alterations permit,05/09/2016,3709,014,425,,Market,St,,,"fire alarm work for the ""restrooms"" remodel on floor 6; additions are 2 speaker/strobes. ref pa 2016-0224-0339. maher na",issued,05/09/2016,05/09/2016,05/09/2016,,05/09/2016,,38.0,38.0,,Y,05/04/2017,1020.0,1020.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.79112834895975, -122.39812620202213)",1422431164577
201606240859,8,otc alterations permit,06/24/2016,6593,050,1501,,Church,St,,A,"common area- dryrot repair to remove and replace hardy plank board, front & left side of bldg. laying insulation, install plywood, painting, replace in kind.",complete,09/20/2016,06/24/2016,06/24/2016,09/20/2016,06/24/2016,,3.0,3.0,,,06/19/2017,70000.0,70000.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94131.0,"(37.74679119163944, -122.42668052998337)",1427969484514
201511243442,8,otc alterations permit,11/24/2015,0088,002,1647,,Grant,Av,,,revision to pa#2015-0115-5824 to add structural support for floor joist system per inspectors request. new grade beam below pony wall,complete,07/29/2016,11/24/2015,12/18/2015,07/29/2016,12/18/2015,,3.0,3.0,,,12/12/2016,1000.0,1000.0,apartments,4.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.802150405718145, -122.40806619444365)",140441258337
M392827,8,otc alterations permit,05/09/2013,3610,033,508,,Capp,St,,,street space permit,issued,05/09/2013,05/09/2013,05/09/2013,,05/09/2013,,,,,,,,1.0,,,,,,,,,,,,9.0,Mission,94110.0,"(37.75849388913441, -122.41817931112473)",1304265437589
201407252178,8,otc alterations permit,07/25/2014,0331,008,144,,Eddy,St,,,as built to pa 201308134165. remove 2 heat detectors in elevator machine rm. (shunt trip) from the system. add one smoke detector in elevator shaft due to new sprinkler head installation in elevator pit. \tie-in new smoke det. to exist panel.reference work 201406259457.,complete,08/19/2014,07/25/2014,07/25/2014,08/19/2014,07/25/2014,,6.0,6.0,,Y,07/20/2015,1.0,1.0,residential hotel,88.0,residential hotel,88.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,Tenderloin,94102.0,"(37.78453127433445, -122.41002796204342)",135009669806
201510169960,8,otc alterations permit,10/16/2015,0666,030,1661,,Pine,St,0.0,,unit #618:  bath and kitchen remodel.  new cabinets and plumbing fixtures throughout.  new shower pan.,complete,11/30/2016,10/16/2015,10/16/2015,11/30/2016,10/16/2015,,14.0,14.0,,,10/10/2016,18000.0,18000.0,apartments,250.0,apartments,250.0,0.0,,1.0,constr type 1,1.0,constr type 1,,2.0,Western Addition,94109.0,"(37.78904997705868, -122.42295538147593)",1399657445425
201403241514,8,otc alterations permit,03/24/2014,6539,001,1400,,Castro,St,,,"one fixed (3) slider & fixed and slider, replace four (4) old aluminum windows with double glaze fiberglass clad windows. same size as 9e), facing the street. u factor equal 0.40 for upgraded thermal performance and repair dry rot and new stucco.",complete,01/13/2015,03/24/2014,03/24/2014,01/13/2015,03/24/2014,,3.0,3.0,,,03/19/2015,8000.0,8000.0,apartments,10.0,apartments,10.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.75032202909244, -122.43427023649531)",1336504251965
201508113918,8,otc alterations permit,08/11/2015,0049,001,800,,Chestnut,St,,,add 22 sprinklers to duct collector duct system. ref app#201506300361,complete,09/29/2015,08/11/2015,08/11/2015,09/29/2015,08/11/2015,,3.0,3.0,,Y,08/05/2016,11308.0,11308.0,school,0.0,school,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,2.0,Russian Hill,94133.0,"(37.8037372166303, -122.41719019160328)",139162356688
M760489,8,otc alterations permit,02/10/2017,1151,019,804,,Lyon,St,,A,street space permit - renewal of permit # 201609288985,issued,02/10/2017,02/10/2017,02/10/2017,,02/10/2017,,,,,,,,1.0,,,,,,,,,,,,5.0,Lone Mountain/USF,94115.0,"(37.77834953319263, -122.44335808479582)",1453024507589
201709067100,8,otc alterations permit,09/06/2017,1700,001,1101,,John F Kennedy,Dr,,,"1 a-demolish (e) chain link fence & gates approx 550 lf,1- b, demolish (e) wood retaining wall ; approx 210 lf 2-a contruct (n) segmental modular unit retaining wall replacement 2-b construct (n) steel pipe 4 rail, ranch fencing to replace (e)",filed,09/06/2017,09/06/2017,,,,,,,,,,7000.0,7000.0,animal sale or care,,animal sale or care,,2.0,,,,,,,1.0,Golden Gate Park,94122.0,"(37.76936858304985, -122.4783479065499)",1477728488236
201309207312,8,otc alterations permit,09/20/2013,0285,006,450,,Sutter,St,,,"addition of 1 smoke detector, 6 duct detectors, 3 pull stations, 2 relay modules, 10 speaker/strobes, 16 strobes for ""outpatient center"" on floor 4. new device connect onto fire alarm system. ref pa #2013.07.23.2560",complete,01/02/2014,09/20/2013,09/20/2013,01/02/2014,09/20/2013,,28.0,28.0,,Y,09/15/2014,19600.0,19600.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94108.0,"(37.78967479323549, -122.40783987245506)",131820666980
M622227,8,otc alterations permit,09/15/2015,2341,007,2363,,12th,Av,,,street space permit,issued,09/15/2015,09/15/2015,09/15/2015,,09/15/2015,,,,,,,,1.0,,,,,,,,,,,,7.0,West of Twin Peaks,94116.0,"(37.74405263537066, -122.4684661388948)",1395651131792
201609087091,8,otc alterations permit,09/08/2016,3580,029,471,,Sanchez,St,0.0,,rebuild (e) stair at rear of (e) building,complete,11/06/2017,09/08/2016,02/08/2017,11/06/2017,02/08/2017,Y,3.0,3.0,,,02/03/2018,25000.0,25000.0,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76168301953731, -122.43031571474607)",1436573415330
201508184623,8,otc alterations permit,08/18/2015,1015,054,3838,,California,St,,,revision to pa 2014 0415 3273 - revised matrix per field inspection report.,issued,08/18/2015,08/18/2015,08/18/2015,,08/18/2015,,8.0,8.0,,Y,08/12/2016,1.0,1.0,clinics-medic/dental,,clinics-medic/dental,,2.0,,1.0,constr type 1,1.0,constr type 1,,2.0,Presidio Heights,94118.0,"(37.78618564104212, -122.45759803336871)",1392563347224
M678427,8,otc alterations permit,04/04/2016,6272,031,4809,,Mission,St,,,street space permit,issued,04/04/2016,04/04/2016,04/04/2016,,04/04/2016,,,,,,,,1.0,,,,,,,,,,,,11.0,Excelsior,94112.0,"(37.72123507160887, -122.43707392054898)",1418304383180
201503130749,8,otc alterations permit,03/13/2015,3609,036,937,,Valencia,St,,,convert (e) closet into powder room.  remodel (e) bathroom,issued,03/13/2015,03/13/2015,03/13/2015,,03/13/2015,,3.0,3.0,,,03/07/2016,50000.0,50000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75785638456106, -122.42091102734135)",1374190161811
M406507,8,otc alterations permit,07/09/2013,0861,033,623,,Haight,St,0.0,,street space permit,issued,07/09/2013,07/09/2013,07/09/2013,,07/09/2013,,,,,,,,1.0,,,,,,,,,,,,5.0,Haight Ashbury,94117.0,"(37.7716126527332, -122.43248200054475)",1310524419746
M703347,8,otc alterations permit,07/07/2016,0955,017,2898,,Vallejo,St,,,street space,issued,07/07/2016,07/07/2016,07/07/2016,,07/07/2016,,,,,,,,1.0,,,,,,,,,,,,2.0,Pacific Heights,94123.0,"(37.794231374530256, -122.44487774890266)",142916185301
201402188747,8,otc alterations permit,02/18/2014,1761,033,1320,,07th,Av,,,reroofing,issued,02/18/2014,02/18/2014,02/18/2014,,02/18/2014,,3.0,3.0,,,02/13/2015,8500.0,8500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.76372975346257, -122.46381486438513)",1332928366878
201712196922,8,otc alterations permit,12/19/2017,3545,018A,1812,,15th,St,,,create habitable living space in basement,filed,12/19/2017,12/19/2017,,,,,2.0,2.0,,,,50000.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94103.0,"(37.766508011617525, -122.42470825254468)",1491223380790
201403049770,8,otc alterations permit,03/04/2014,6080,032,359,,Lisbon,St,,,"comply w/complaint #201449374:  legalize (e) family room, two storage room, full bathroom & laundry room. all work at ground floor.",issued,03/04/2014,03/04/2014,03/04/2014,,03/04/2014,,2.0,2.0,,,02/27/2015,36000.0,60000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.72250942939296, -122.43287758612121)",1334244195531
